molecular_weight_kda,monomer_type,backbone_type,linkage_type,branching_category,source_kingdom,solubility_category,charge_character,sulfation_present,acetylation_present,is_heteropolymer,degree_of_polymerization_log,crystallinity_category,viscosity_category,known_medical_use,known_food_use,biodegradable,biocompatible,xcomplexity_norm,hb_acceptors,functional_category,data_source,citation_note
147.18,Glucose,Glucose,Beta-1-4,Linear,Plant,Insoluble,Neutral,0,0,0,3.925,High,Low,0,1,1,1,0.245,39,Structural,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
652.27,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.38,Amorphous,High,0,1,1,1,0.186,33,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
677.0,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.546,Amorphous,High,0,1,1,1,0.193,34,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
747.29,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.018,Amorphous,High,0,1,1,1,0.214,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
740.98,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.975,Amorphous,High,0,1,1,1,0.212,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
695.34,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.669,Amorphous,High,0,1,1,1,0.199,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
712.61,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.785,Amorphous,High,0,1,1,1,0.204,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
676.63,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.543,Amorphous,High,0,1,1,1,0.193,34,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
667.25,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.48,Amorphous,High,0,1,1,1,0.191,34,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
696.19,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.674,Amorphous,High,0,1,1,1,0.199,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
684.6,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.597,Amorphous,High,0,1,1,1,0.196,35,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
708.78,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.759,Amorphous,High,0,1,1,1,0.203,36,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
655.66,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,4.402,Amorphous,High,0,1,1,1,0.187,33,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
749.81,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.034,Amorphous,High,0,1,1,1,0.214,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
751.05,Mannose,Mannose,Beta-1-4,Low_Branched,Plant,Soluble,Neutral,0,0,1,5.043,Amorphous,High,0,1,1,1,0.215,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.18,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.883,Amorphous,Low,1,1,1,1,0.154,25,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.03,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.815,Amorphous,Low,1,1,1,1,0.151,25,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.83,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.72,Amorphous,Low,1,1,1,1,0.146,24,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.28,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.932,Amorphous,Low,1,1,1,1,0.157,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.17,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.878,Amorphous,Low,1,1,1,1,0.154,25,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.7,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.658,Amorphous,Low,1,1,1,1,0.142,23,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.37,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.973,Amorphous,Low,1,1,1,1,0.159,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.29,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.935,Amorphous,Low,1,1,1,1,0.157,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.4,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.989,Amorphous,Low,1,1,1,1,0.16,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.2,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.895,Amorphous,Low,1,1,1,1,0.155,25,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.1,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.848,Amorphous,Low,1,1,1,1,0.153,25,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.93,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.766,Amorphous,Low,1,1,1,1,0.148,24,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.39,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.982,Amorphous,Low,1,1,1,1,0.16,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.33,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.954,Amorphous,Low,1,1,1,1,0.158,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.59,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.609,Amorphous,Low,1,1,1,1,0.14,23,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.57,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.601,Amorphous,Low,1,1,1,1,0.139,23,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.89,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.748,Amorphous,Low,1,1,1,1,0.147,24,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.28,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.93,Amorphous,Low,1,1,1,1,0.157,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
6.44,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,3.005,Amorphous,Low,1,1,1,1,0.161,26,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
5.69,Fructose,Fructose,Beta-2-1,Linear,Plant,Soluble,Neutral,0,0,0,2.653,Amorphous,Low,1,1,1,1,0.142,23,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
354.94,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.564,Amorphous,Low,0,1,1,1,0.304,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
343.75,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.42,Amorphous,Low,0,1,1,1,0.295,39,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
374.67,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.817,Amorphous,Low,0,1,1,1,0.321,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
367.96,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.731,Amorphous,Low,0,1,1,1,0.315,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
367.76,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.728,Amorphous,Low,0,1,1,1,0.315,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
348.36,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.479,Amorphous,Low,0,1,1,1,0.299,39,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
345.53,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.443,Amorphous,Low,0,1,1,1,0.296,39,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
338.1,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.347,Amorphous,Low,0,1,1,1,0.29,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
326.71,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.201,Amorphous,Low,0,1,1,1,0.28,37,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
369.15,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.746,Amorphous,Low,0,1,1,1,0.316,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
366.43,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.711,Amorphous,Low,0,1,1,1,0.314,41,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
376.24,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.837,Amorphous,Low,0,1,1,1,0.322,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
376.07,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.835,Amorphous,Low,0,1,1,1,0.322,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
352.91,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.537,Amorphous,Low,0,1,1,1,0.302,40,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
364.12,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.682,Amorphous,Low,0,1,1,1,0.312,41,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
373.35,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.8,Amorphous,Low,0,1,1,1,0.32,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
368.36,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.736,Amorphous,Low,0,1,1,1,0.316,42,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
336.74,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.329,Amorphous,Low,0,1,1,1,0.289,38,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
347.4,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.467,Amorphous,Low,0,1,1,1,0.298,39,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
330.53,Galactose,Galactose,Beta-1-3,Highly_Branched,Plant,Soluble,Anionic,0,0,1,4.25,Amorphous,Low,0,1,1,1,0.283,37,Storage,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
32.04,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.166,Amorphous,Medium,1,0,1,1,0.587,53,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.48,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.962,Amorphous,Medium,1,0,1,1,0.559,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.78,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.741,Amorphous,Medium,1,0,1,1,0.528,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.77,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.0,Amorphous,Medium,1,0,1,1,0.564,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.53,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.969,Amorphous,Medium,1,0,1,1,0.56,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.36,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.817,Amorphous,Medium,1,0,1,1,0.538,48,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.26,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.674,Amorphous,Medium,1,0,1,1,0.518,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.09,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.912,Amorphous,Medium,1,0,1,1,0.552,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.23,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.059,Amorphous,Medium,1,0,1,1,0.572,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.58,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.106,Amorphous,Medium,1,0,1,1,0.579,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.23,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.93,Amorphous,Medium,1,0,1,1,0.554,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.27,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.936,Amorphous,Medium,1,0,1,1,0.555,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.69,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.12,Amorphous,Medium,1,0,1,1,0.581,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.57,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.844,Amorphous,Medium,1,0,1,1,0.542,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.35,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.686,Amorphous,Medium,1,0,1,1,0.52,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
27.88,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.624,Amorphous,Medium,1,0,1,1,0.511,46,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.15,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,4.049,Amorphous,Medium,1,0,1,1,0.571,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.54,GalNAc,GalNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,1,1,3.97,Amorphous,Medium,1,0,1,1,0.56,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.92,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.019,Amorphous,Medium,1,0,1,1,0.598,53,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.71,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.732,Amorphous,Medium,1,0,1,1,0.555,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.36,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.687,Amorphous,Medium,1,0,1,1,0.548,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
27.82,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.616,Amorphous,Medium,1,0,1,1,0.538,48,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.33,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.813,Amorphous,Medium,1,0,1,1,0.567,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.4,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.953,Amorphous,Medium,1,0,1,1,0.588,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.52,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.837,Amorphous,Medium,1,0,1,1,0.571,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.72,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.863,Amorphous,Medium,1,0,1,1,0.575,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.82,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.136,Amorphous,Medium,1,0,1,1,0.615,55,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.32,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.811,Amorphous,Medium,1,0,1,1,0.567,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.06,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.908,Amorphous,Medium,1,0,1,1,0.581,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.28,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.066,Amorphous,Medium,1,0,1,1,0.605,54,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.53,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.839,Amorphous,Medium,1,0,1,1,0.571,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
30.55,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.971,Amorphous,Medium,1,0,1,1,0.591,52,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.63,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.112,Amorphous,Medium,1,0,1,1,0.612,54,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
32.02,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.163,Amorphous,Medium,1,0,1,1,0.619,55,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.41,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.694,Amorphous,Medium,1,0,1,1,0.549,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
31.92,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,4.15,Amorphous,Medium,1,0,1,1,0.617,55,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
29.96,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.895,Amorphous,Medium,1,0,1,1,0.579,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
28.91,GlcNAc,GlcNAc,Alpha-1-4,Moderate_Branched,Animal,Soluble,Anionic,1,1,1,3.759,Amorphous,Medium,1,0,1,1,0.559,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.88,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.777,Amorphous,Low,1,0,1,1,0.497,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
21.44,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,4.074,Amorphous,Low,1,0,1,1,0.536,51,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.98,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.796,Amorphous,Low,1,0,1,1,0.499,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.49,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.702,Amorphous,Low,1,0,1,1,0.487,46,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
20.4,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.876,Amorphous,Low,1,0,1,1,0.51,48,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.22,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.652,Amorphous,Low,1,0,1,1,0.481,46,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.73,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.558,Amorphous,Low,1,0,1,1,0.468,44,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.89,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.588,Amorphous,Low,1,0,1,1,0.472,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.88,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.588,Amorphous,Low,1,0,1,1,0.472,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.96,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.602,Amorphous,Low,1,0,1,1,0.474,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.92,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.594,Amorphous,Low,1,0,1,1,0.473,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
20.42,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.88,Amorphous,Low,1,0,1,1,0.511,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.05,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.619,Amorphous,Low,1,0,1,1,0.476,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.54,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.712,Amorphous,Low,1,0,1,1,0.488,46,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
21.19,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,4.026,Amorphous,Low,1,0,1,1,0.53,50,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.92,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.785,Amorphous,Low,1,0,1,1,0.498,47,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
20.5,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.896,Amorphous,Low,1,0,1,1,0.513,49,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.02,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.613,Amorphous,Low,1,0,1,1,0.475,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
19.08,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.625,Amorphous,Low,1,0,1,1,0.477,45,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
18.62,GlcNAc,GlcNAc,Beta-1-4,Linear,Animal,Soluble,Anionic,1,0,1,3.538,Amorphous,Low,1,0,1,1,0.466,44,Bioactive,expert_curated_literature,Category from peer-reviewed literature; not ML-predicted.
0.3423,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Structural,pubchem_expert_curated,Category from expert curation based on published literature.
0.8537,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Storage,pubchem_expert_curated,Category from expert curation based on published literature.
0.77687,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Structural,pubchem_expert_curated,Category from expert curation based on published literature.
1.5265,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Structural,pubchem_expert_curated,Category from expert curation based on published literature.
1.1349,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Bioactive,pubchem_expert_curated,Category from expert curation based on published literature.
0.9097000000000001,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Bioactive,pubchem_expert_curated,Category from expert curation based on published literature.
0.19413999999999998,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Storage,pubchem_expert_curated,Category from expert curation based on published literature.
0.7159,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Algal,pubchem_expert_curated,Category from expert curation based on published literature.
0.7315,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Bacterial,pubchem_expert_curated,Category from expert curation based on published literature.
6.179,Glucose,Glucose,Mixed,Unknown,Unknown,Unknown,Neutral,0,0,0,,Unknown,Unknown,0,0,1,1,,,Storage,pubchem_expert_curated,Category from expert curation based on published literature.
